crime_id,date,time,crime_type,borough,postcode,latitude,longitude,outcome,status,month,year,day_of_week,quarter,hour,deprivation_index,borough_crime_rate,distance_from_center,is_weekend,is_night,is_peak_crime_season,crime_severity_score,borough_risk_level,covid_period,postcode_area
MET202302968028,2023-09-15,05:43,Vehicle Crime,Newham,E13 9EY,51.503089,-0.013214,Under Investigation,Pending,9,2023,Friday,Q3,5,8,128.9,8.445754850761153,0,1,0,0.978,High,Post-COVID,E13
MET202100906640,2021-04-17,22:00,Vehicle Crime,Harrow,HA7 8WS,51.589341,-0.340998,Evidential difficulties victim supports action,Unsolved,4,2021,Saturday,Q2,22,3,66.8,29.256826107578476,1,1,0,0.978,Low,Recovery,HA7
MET202201462373,2022-01-02,06:20,Vehicle Crime,Barking and Dagenham,IG11 5PD,51.558307,0.155122,Investigation complete - no suspect identified,Unsolved,1,2022,Sunday,Q1,6,8,82.3,27.508534982192256,1,1,1,0.978,Medium,Post-COVID,IG11
MET202201791795,2022-05-22,00:41,Vehicle Crime,Tower Hamlets,E14 6PM,51.48649,-0.06024,Investigation complete - no suspect identified,Unsolved,5,2022,Sunday,Q2,0,9,135.8,4.339571511301072,1,1,0,0.978,High,Post-COVID,E14
MET202404103120,2024-11-19,22:17,Vehicle Crime,Bexley,DA15 4QR,51.466182,0.126335,Investigation complete - no suspect identified,Unsolved,11,2024,Tuesday,Q4,22,3,63.9,24.426707956280595,0,1,1,0.978,Low,Post-COVID,DA15
MET202403468901,2024-03-26,00:26,Vehicle Crime,Havering,RM3 1QP,51.61461,0.311197,Evidential difficulties victim supports action,Unsolved,3,2024,Tuesday,Q1,0,3,64.7,45.77738850690583,0,1,0,0.978,Low,Post-COVID,RM3
MET202403710697,2024-06-25,09:17,Vehicle Crime,Southwark,SE17 9ED,51.465306,-0.168509,Evidential difficulties victim does not support action,Unsolved,6,2024,Tuesday,Q2,9,7,130.4,10.352486939984797,0,0,0,0.978,High,Post-COVID,SE17
MET202403879156,2024-08-27,04:56,Vehicle Crime,Southwark,SE17 3KD,51.475962,-0.10868,Under Investigation,Pending,8,2024,Tuesday,Q3,4,7,130.4,4.715619473231375,0,1,0,0.978,High,Post-COVID,SE17
MET202101457815,2021-12-31,05:49,Vehicle Crime,Harrow,HA8 8VS,51.584551,-0.284671,Evidential difficulties victim supports action,Unsolved,12,2021,Friday,Q4,5,3,66.8,23.152562385085645,0,1,1,0.978,Low,Recovery,HA8
MET202303226293,2023-12-26,03:18,Vehicle Crime,Kingston upon Thames,KT3 1XE,51.46512,-0.254065,Investigation complete - no suspect identified,Unsolved,12,2023,Tuesday,Q4,3,1,62.1,19.13249291139612,0,1,1,0.978,Low,Post-COVID,KT3
MET202303187495,2023-12-11,01:10,Vehicle Crime,Tower Hamlets,E14 9NH,51.557585,-0.045175,Investigation complete - no suspect identified,Unsolved,12,2023,Monday,Q4,1,9,135.8,6.876667114006351,0,1,1,0.978,High,Post-COVID,E14
MET202403298820,2024-01-23,02:53,Vehicle Crime,Hillingdon,HA5 4UC,51.573585,-0.545545,Investigation complete - no suspect identified,Unsolved,1,2024,Tuesday,Q1,2,3,70.2,51.158955594179744,0,1,1,0.978,Low,Post-COVID,HA5
MET202201688112,2022-04-08,03:09,Vehicle Crime,Wandsworth,SW18 9WP,51.464211,-0.20518,Investigation complete - no suspect identified,Unsolved,4,2022,Friday,Q2,3,3,98.7,14.045098975259627,0,1,0,0.978,Medium,Post-COVID,SW18
MET202302538017,2023-03-30,15:21,Vehicle Crime,Kensington and Chelsea,SW7 6CX,51.49823,-0.169227,Investigation complete - no suspect identified,Unsolved,3,2023,Thursday,Q1,15,2,145.7,9.106629708037332,0,0,0,0.978,High,Post-COVID,SW7
MET202303044223,2023-10-15,04:58,Vehicle Crime,Lewisham,SE14 5RK,51.412567,0.028746,Investigation complete - no suspect identified,Unsolved,10,2023,Sunday,Q4,4,6,92.8,17.173596870521653,1,1,1,0.978,Medium,Post-COVID,SE14
MET202000645579,2020-12-14,04:52,Vehicle Crime,Harrow,HA2 7BC,51.619346,-0.314279,Investigation complete - no suspect identified,Unsolved,12,2020,Monday,Q4,4,3,66.8,27.67343000345647,0,1,1,0.978,Low,Initial Impact,HA2
MET202302692145,2023-05-29,03:50,Vehicle Crime,Enfield,N14 3TS,51.61698,-0.078385,Investigation complete - no suspect identified,Unsolved,5,2023,Monday,Q2,3,5,76.4,11.55315527042839,0,1,0,0.978,Low,Post-COVID,N14
MET202302853816,2023-08-01,22:01,Vehicle Crime,Kingston upon Thames,KT6 4ZD,51.396194,-0.33639,Evidential difficulties victim supports action,Unsolved,8,2023,Tuesday,Q3,22,1,62.1,30.42637976056377,0,1,0,0.978,Low,Post-COVID,KT6
MET202302779430,2023-07-03,23:41,Vehicle Crime,Bexley,DA5 8WU,51.478606,0.131131,Investigation complete - no suspect identified,Unsolved,7,2023,Monday,Q3,23,3,63.9,24.694028772839708,0,1,0,0.978,Low,Post-COVID,DA5
MET202201621138,2022-03-11,23:06,Vehicle Crime,Barnet,NW4 5CN,51.590822,-0.179722,Evidential difficulties victim supports action,Unsolved,3,2022,Friday,Q1,23,2,68.5,13.272455695565112,0,1,0,0.978,Low,Post-COVID,NW4
MET202000488261,2020-09-20,10:17,Vehicle Crime,Hounslow,TW3 3AD,51.463195,-0.413927,Evidential difficulties victim supports action,Unsolved,9,2020,Sunday,Q3,10,4,74.9,36.53876529539869,1,0,0,0.978,Low,Initial Impact,TW3
MET202202110922,2022-10-06,21:33,Vehicle Crime,Newham,E7 4LV,51.506292,0.034785,Investigation complete - no suspect identified,Unsolved,10,2022,Thursday,Q4,21,8,128.9,13.718442304225658,0,0,1,0.978,High,Post-COVID,E7
MET202101381236,2021-11-25,02:45,Vehicle Crime,Kensington and Chelsea,W10 6JZ,51.509955,-0.164468,Investigation complete - no suspect identified,Unsolved,11,2021,Thursday,Q4,2,2,145.7,8.430025389827064,0,1,1,0.978,High,Recovery,W10
MET202202186243,2022-11-07,02:11,Vehicle Crime,Islington,N1 4RH,51.521056,-0.130697,Investigation complete - no suspect identified,Unsolved,11,2022,Monday,Q4,2,6,138.2,4.749414560779657,0,1,1,0.978,High,Post-COVID,N1
MET202201570019,2022-02-17,20:32,Vehicle Crime,Camden,WC1 4LW,51.566409,-0.148541,Under Investigation,Pending,2,2022,Thursday,Q1,20,4,172.4,8.881996084293547,0,0,1,0.978,High,Post-COVID,WC1
MET202000117240,2020-03-04,22:53,Vehicle Crime,Westminster,SW1 4YK,51.500967,-0.165216,Under Investigation,Pending,3,2020,Wednesday,Q1,22,3,349.9,8.61562447146713,0,1,0,0.978,Very High,Initial Impact,SW1
MET202201880455,2022-06-29,03:50,Vehicle Crime,Kensington and Chelsea,SW7 4VF,51.487889,-0.188755,Evidential difficulties victim supports action,Unsolved,6,2022,Wednesday,Q2,3,2,145.7,11.47217899240866,0,1,0,0.978,High,Post-COVID,SW7
MET202100810586,2021-03-04,06:33,Vehicle Crime,Camden,WC1 4MG,51.583436,-0.125316,Investigation complete - no suspect identified,Unsolved,3,2021,Thursday,Q1,6,4,172.4,8.777500694081148,0,1,0,0.978,High,Recovery,WC1
MET202101021657,2021-06-10,17:31,Vehicle Crime,Lambeth,SW4 3LB,51.467999,-0.087039,Evidential difficulties victim supports action,Unsolved,6,2021,Thursday,Q2,17,7,132.6,5.042488865486966,0,0,0,0.978,High,Recovery,SW4
MET202302867291,2023-08-07,06:44,Vehicle Crime,Islington,N4 8TY,51.507947,-0.117637,Evidential difficulties victim does not support action,Unsolved,8,2023,Monday,Q3,6,6,138.2,3.279449076222625,0,1,0,0.978,High,Post-COVID,N4
MET202302782398,2023-07-04,22:42,Vehicle Crime,Bromley,BR5 7EV,51.415437,-0.016197,Under Investigation,Pending,7,2023,Tuesday,Q3,22,2,65.4,13.521487576769728,0,1,0,0.978,Low,Post-COVID,BR5
MET202303091870,2023-11-03,07:29,Vehicle Crime,Westminster,SW1 1CK,51.49795,-0.125375,Evidential difficulties victim does not support action,Unsolved,11,2023,Friday,Q4,7,3,349.9,4.427638377636861,0,0,1,0.978,Very High,Post-COVID,SW1
MET202101024982,2021-06-12,14:02,Vehicle Crime,Brent,HA0 7KH,51.572198,-0.235302,Under Investigation,Pending,6,2021,Saturday,Q2,14,5,90.5,17.543156389092935,1,0,0,0.978,Medium,Recovery,HA0
MET202303142674,2023-11-23,05:29,Vehicle Crime,Bexley,DA16 7ZP,51.485171,0.163756,Under Investigation,Pending,11,2023,Thursday,Q4,5,3,63.9,28.186226126386885,0,1,1,0.978,Low,Post-COVID,DA16
MET202403962436,2024-09-27,03:46,Vehicle Crime,Islington,N5 2VM,51.524952,-0.101343,Investigation complete - no suspect identified,Unsolved,9,2024,Friday,Q3,3,6,138.2,1.9091766156418088,0,1,0,0.978,High,Post-COVID,N5
MET202000446491,2020-08-29,05:40,Vehicle Crime,Barking and Dagenham,RM10 3RJ,51.600406,0.155217,Investigation complete - no suspect identified,Unsolved,8,2020,Saturday,Q3,5,8,82.3,28.73523388806032,1,1,0,0.978,Medium,Initial Impact,RM10
MET202404067890,2024-11-05,04:44,Vehicle Crime,Hammersmith and Fulham,W14 6KK,51.491497,-0.234119,Investigation complete - no suspect identified,Unsolved,11,2024,Tuesday,Q4,4,4,125.3,16.334554521234033,0,1,1,0.978,High,Post-COVID,W14
MET202101217945,2021-09-10,06:26,Vehicle Crime,Haringey,N17 3EV,51.621063,-0.097791,Evidential difficulties victim supports action,Unsolved,9,2021,Friday,Q3,6,7,85.9,11.994060327180952,0,1,0,0.978,Medium,Recovery,N17
MET202000238989,2020-05-09,22:30,Vehicle Crime,Bromley,SE19 9YR,51.40993,0.033973,Evidential difficulties victim does not support action,Unsolved,5,2020,Saturday,Q2,22,2,65.4,17.80509935166032,1,1,0,0.978,Low,Initial Impact,SE19
MET202403990436,2024-10-07,01:40,Vehicle Crime,Croydon,SE19 1AA,51.399216,-0.09945,Investigation complete - no suspect identified,Unsolved,10,2024,Monday,Q4,1,5,79.8,12.731515332208517,0,1,1,0.978,Low,Post-COVID,SE19
MET202403456760,2024-03-22,03:52,Vehicle Crime,Hounslow,TW5 1ER,51.410688,-0.351442,Investigation complete - no suspect identified,Unsolved,3,2024,Friday,Q1,3,4,74.9,31.32397027163798,0,1,0,0.978,Low,Post-COVID,TW5
MET202403377781,2024-02-21,23:29,Vehicle Crime,Newham,E7 7LQ,51.507757,0.029793,Under Investigation,Pending,2,2024,Wednesday,Q1,23,8,128.9,13.15654203083994,0,1,1,0.978,High,Post-COVID,E7
MET202302771089,2023-06-30,10:32,Vehicle Crime,Enfield,N11 8WD,51.674382,-0.016927,Evidential difficulties victim supports action,Unsolved,6,2023,Friday,Q2,10,5,76.4,19.56002154140505,0,0,0,0.978,Low,Post-COVID,N11
MET202302604396,2023-04-25,17:29,Vehicle Crime,Hackney,E2 5FY,51.591179,-0.031538,Under Investigation,Pending,4,2023,Tuesday,Q2,17,8,140.1,10.707700414369288,0,0,0,0.978,High,Post-COVID,E2
MET202101094391,2021-07-14,00:14,Vehicle Crime,Southwark,SE15 9WX,51.485729,-0.059234,Evidential difficulties victim supports action,Unsolved,7,2021,Wednesday,Q3,0,7,130.4,4.478745046688373,0,1,0,0.978,High,Recovery,SE15
MET202100929820,2021-04-28,03:46,Vehicle Crime,Westminster,W2 6EX,51.447917,-0.106029,Investigation complete - no suspect identified,Unsolved,4,2021,Wednesday,Q2,3,3,349.9,7.521667741859558,0,1,0,0.978,Very High,Recovery,W2
MET202000006350,2020-01-04,06:00,Vehicle Crime,Newham,E15 9YS,51.506387,0.095618,Investigation complete - no suspect identified,Unsolved,1,2020,Saturday,Q1,6,8,128.9,20.46300991915542,1,1,1,0.978,High,Initial Impact,E15
MET202201980014,2022-08-11,04:19,Vehicle Crime,Lewisham,SE13 9EC,51.45474,-0.067497,Evidential difficulties victim supports action,Unsolved,8,2022,Thursday,Q3,4,6,92.8,6.919790397626466,0,1,0,0.978,Medium,Post-COVID,SE13
MET202101353520,2021-11-12,23:58,Vehicle Crime,Camden,NW3 5XS,51.544978,-0.147353,Investigation complete - no suspect identified,Unsolved,11,2021,Friday,Q4,23,4,172.4,7.403862331976164,0,1,1,0.978,High,Recovery,NW3
MET202403789414,2024-07-24,23:08,Vehicle Crime,Haringey,N22 2JL,51.602193,-0.143608,Investigation complete - no suspect identified,Unsolved,7,2024,Wednesday,Q3,23,7,85.9,11.59409580972482,0,1,0,0.978,Medium,Post-COVID,N22
MET202100756780,2021-02-07,16:39,Vehicle Crime,Waltham Forest,E17 1AD,51.563657,-0.011576,Investigation complete - no suspect identified,Unsolved,2,2021,Sunday,Q1,16,6,86.7,10.208658971805624,1,0,1,0.978,Medium,Recovery,E17
MET202101135925,2021-08-02,13:46,Vehicle Crime,Croydon,SE19 6NA,51.327332,-0.092687,Investigation complete - no suspect identified,Unsolved,8,2021,Monday,Q3,13,5,79.8,20.658529707168118,0,0,0,0.978,Low,Recovery,SE19
MET202404213509,2024-12-30,03:39,Vehicle Crime,Kingston upon Thames,KT6 4NU,51.396653,-0.252905,Evidential difficulties victim does not support action,Unsolved,12,2024,Monday,Q4,3,1,62.1,22.37303923953793,0,1,1,0.978,Low,Post-COVID,KT6
MET202202167547,2022-10-30,04:31,Vehicle Crime,Lewisham,SE4 3TQ,51.441618,0.008496,Investigation complete - no suspect identified,Unsolved,10,2022,Sunday,Q4,4,6,92.8,13.403124171831658,1,1,1,0.978,Medium,Post-COVID,SE4
MET202100684194,2021-01-04,13:37,Vehicle Crime,Lewisham,SE14 1UZ,51.441994,-0.012803,Investigation complete - no suspect identified,Unsolved,1,2021,Monday,Q1,13,6,92.8,11.558933739598912,0,0,1,0.978,Medium,Recovery,SE14
MET202303008316,2023-10-01,04:46,Vehicle Crime,Westminster,SW1 5CQ,51.489421,-0.121133,Investigation complete - no suspect identified,Unsolved,10,2023,Sunday,Q4,4,3,349.9,4.486087390826028,1,1,1,0.978,Very High,Post-COVID,SW1
MET202202008278,2022-08-23,05:50,Vehicle Crime,Islington,N4 2SC,51.504469,-0.027259,Investigation complete - no suspect identified,Unsolved,8,2022,Tuesday,Q3,5,6,138.2,6.880640153247467,0,1,0,0.978,High,Post-COVID,N4
MET202000581334,2020-11-10,15:20,Vehicle Crime,Sutton,SM6 4RA,51.354178,-0.155892,Evidential difficulties victim supports action,Unsolved,11,2020,Tuesday,Q4,15,2,62.9,19.187228491105927,0,0,1,0.978,Low,Initial Impact,SM6
MET202201892385,2022-07-04,05:11,Vehicle Crime,Lambeth,SW8 1MZ,51.443173,-0.086003,Investigation complete - no suspect identified,Unsolved,7,2022,Monday,Q3,5,7,132.6,7.800525247192678,0,1,0,0.978,High,Post-COVID,SW8
MET202202197362,2022-11-12,06:47,Vehicle Crime,Hounslow,TW6 1PQ,51.480629,-0.339929,Evidential difficulties victim supports action,Unsolved,11,2022,Saturday,Q4,6,4,74.9,28.133673096254583,1,1,1,0.978,Low,Post-COVID,TW6
MET202101115307,2021-07-24,22:08,Vehicle Crime,Westminster,W2 4WA,51.493562,-0.105772,Evidential difficulties victim does not support action,Unsolved,7,2021,Saturday,Q3,22,3,349.9,2.912399351872613,1,1,0,0.978,Very High,Recovery,W2
MET202202069614,2022-09-18,06:59,Vehicle Crime,Barnet,NW7 5LP,51.651252,-0.189088,Investigation complete - no suspect identified,Unsolved,9,2022,Sunday,Q3,6,2,68.5,18.93551080492459,1,1,0,0.978,Low,Post-COVID,NW7
MET202000575852,2020-11-07,09:17,Vehicle Crime,Lambeth,SE11 7NZ,51.449732,-0.107671,Evidential difficulties victim does not support action,Unsolved,11,2020,Saturday,Q4,9,7,132.6,7.3773820574825,1,0,1,0.978,High,Initial Impact,SE11
MET202201903078,2022-07-09,22:26,Vehicle Crime,Merton,CR4 9WD,51.3785,-0.17692,Investigation complete - no suspect identified,Unsolved,7,2022,Saturday,Q3,22,3,73.1,17.89767263083059,1,1,0,0.978,Low,Post-COVID,CR4
MET202201752478,2022-05-06,06:01,Vehicle Crime,Camden,NW3 8NA,51.541088,-0.100161,Investigation complete - no suspect identified,Unsolved,5,2022,Friday,Q2,6,4,172.4,3.330521779371558,0,1,0,0.978,High,Post-COVID,NW3
MET202403614201,2024-05-20,00:16,Vehicle Crime,Hounslow,TW3 8LC,51.484816,-0.330015,Investigation complete - no suspect identified,Unsolved,5,2024,Monday,Q2,0,4,74.9,26.984245491567805,0,1,0,0.978,Low,Post-COVID,TW3
MET202403905932,2024-09-06,18:50,Vehicle Crime,Lambeth,SE24 7RL,51.43135,-0.099075,Investigation complete - no suspect identified,Unsolved,9,2024,Friday,Q3,18,7,132.6,9.181470275947936,0,0,0,0.978,High,Post-COVID,SE24
MET202303150219,2023-11-26,06:44,Vehicle Crime,Hackney,N1 1VW,51.521633,-0.078282,Evidential difficulties victim does not support action,Unsolved,11,2023,Sunday,Q4,6,8,140.1,1.465214350043652,1,1,1,0.978,High,Post-COVID,N1
MET202101188676,2021-08-27,19:08,Vehicle Crime,Southwark,SE22 4GD,51.48359,-0.119435,Under Investigation,Pending,8,2021,Friday,Q3,19,7,130.4,4.760636301727248,0,0,0,0.978,High,Recovery,SE22
MET202202082614,2022-09-24,05:44,Vehicle Crime,Brent,NW2 8ZC,51.547327,-0.22939,Investigation complete - no suspect identified,Unsolved,9,2022,Saturday,Q3,5,5,90.5,16.07503265784284,1,1,0,0.978,Medium,Post-COVID,NW2
MET202403975866,2024-10-02,11:46,Vehicle Crime,Hillingdon,UB8 5PB,51.567635,-0.429841,Investigation complete - no suspect identified,Unsolved,10,2024,Wednesday,Q4,11,3,70.2,38.35316732976865,0,0,1,0.978,Low,Post-COVID,UB8
MET202302815231,2023-07-17,06:59,Vehicle Crime,Haringey,N15 6UF,51.555865,-0.125092,Investigation complete - no suspect identified,Unsolved,7,2023,Monday,Q3,6,7,85.9,6.214951644443341,0,1,0,0.978,Medium,Post-COVID,N15
MET202100739044,2021-01-29,01:06,Vehicle Crime,Haringey,N22 1NH,51.58398,-0.171859,Evidential difficulties victim does not support action,Unsolved,1,2021,Friday,Q1,1,7,85.9,12.115586430850156,0,1,1,0.978,Medium,Recovery,N22
MET202000405294,2020-08-07,20:36,Vehicle Crime,Hillingdon,UB3 2TC,51.51128,-0.474442,Investigation complete - no suspect identified,Unsolved,8,2020,Friday,Q3,20,3,70.2,42.82910847528633,0,0,0,0.978,Low,Initial Impact,UB3
MET202202068443,2022-09-18,06:53,Vehicle Crime,Havering,RM6 9XT,51.600861,0.255653,Investigation complete - no suspect identified,Unsolved,9,2022,Sunday,Q3,6,3,64.7,39.426030377964,1,1,0,0.978,Low,Post-COVID,RM6
MET202201506530,2022-01-21,20:18,Vehicle Crime,Lambeth,SW9 2HB,51.469948,-0.030698,Evidential difficulties victim supports action,Unsolved,1,2022,Friday,Q1,20,7,132.6,8.035601119049064,0,0,1,0.978,High,Post-COVID,SW9
MET202302994962,2023-09-26,00:07,Vehicle Crime,Camden,NW1 3SP,51.525852,-0.128713,Investigation complete - no suspect identified,Unsolved,9,2023,Tuesday,Q3,0,4,172.4,4.662138844396849,0,1,0,0.978,High,Post-COVID,NW1
MET202201826171,2022-06-06,23:34,Vehicle Crime,Westminster,W2 1TK,51.49105,-0.122432,Investigation complete - no suspect identified,Unsolved,6,2022,Monday,Q2,23,3,349.9,4.500809412361484,0,1,0,0.978,Very High,Post-COVID,W2
MET202302602264,2023-04-24,01:08,Vehicle Crime,Lewisham,SE4 2VB,51.464799,-0.000841,Under Investigation,Pending,4,2023,Monday,Q2,1,6,92.8,11.135296980930482,0,1,0,0.978,Medium,Post-COVID,SE4
MET202302721665,2023-06-10,00:10,Vehicle Crime,Hammersmith and Fulham,W14 3DA,51.481858,-0.242633,Investigation complete - no suspect identified,Unsolved,6,2023,Saturday,Q2,0,4,125.3,17.452455856177053,1,1,0,0.978,High,Post-COVID,W14
MET202404161394,2024-12-10,06:55,Vehicle Crime,Lambeth,SE11 1SU,51.449765,-0.168772,Investigation complete - no suspect identified,Unsolved,12,2024,Tuesday,Q4,6,7,132.6,11.361630990737453,0,1,1,0.978,High,Post-COVID,SE11
MET202101040150,2021-06-19,23:34,Vehicle Crime,Westminster,W1 6PU,51.515072,-0.164108,Investigation complete - no suspect identified,Unsolved,6,2021,Saturday,Q2,23,3,349.9,8.383442562396922,1,1,0,0.978,Very High,Recovery,W1
MET202000006204,2020-01-04,04:31,Vehicle Crime,Haringey,N15 7UC,51.595895,-0.124159,Investigation complete - no suspect identified,Unsolved,1,2020,Saturday,Q1,4,7,85.9,9.971400981879585,1,1,1,0.978,Medium,Initial Impact,N15
MET202404192674,2024-12-22,06:55,Vehicle Crime,Newham,E16 9RS,51.517869,0.104894,Investigation complete - no suspect identified,Unsolved,12,2024,Sunday,Q4,6,8,128.9,21.483561805786238,1,1,1,0.978,High,Post-COVID,E16
MET202201769163,2022-05-13,01:29,Vehicle Crime,Westminster,W2 9UP,51.481305,-0.160624,Investigation complete - no suspect identified,Unsolved,5,2022,Friday,Q2,1,3,349.9,8.752507032269072,0,1,0,0.978,Very High,Post-COVID,W2
MET202302447564,2023-02-22,06:59,Vehicle Crime,Westminster,W1 8WQ,51.494599,-0.052138,Under Investigation,Pending,2,2023,Wednesday,Q1,6,3,349.9,4.553645694324855,0,1,1,0.978,Very High,Post-COVID,W1
MET202403860776,2024-08-20,04:36,Vehicle Crime,Croydon,CR7 1XX,51.382418,-0.047265,Under Investigation,Pending,8,2024,Tuesday,Q3,4,5,79.8,15.2457869836298,0,1,0,0.978,Low,Post-COVID,CR7
MET202302375578,2023-01-25,22:32,Vehicle Crime,Greenwich,SE7 3UA,51.519674,-0.04649,Evidential difficulties victim does not support action,Unsolved,1,2023,Wednesday,Q1,22,5,95.4,4.7258048609201735,0,1,1,0.978,Medium,Post-COVID,SE7
MET202302379584,2023-01-26,22:51,Vehicle Crime,Hillingdon,UB3 5RT,51.574747,-0.462181,Investigation complete - no suspect identified,Unsolved,1,2023,Thursday,Q1,22,3,70.2,42.02287866874874,0,1,1,0.978,Low,Post-COVID,UB3
MET202302873267,2023-08-09,02:29,Vehicle Crime,Camden,NW1 5CJ,51.547488,-0.131108,Investigation complete - no suspect identified,Unsolved,8,2023,Wednesday,Q3,2,4,172.4,6.048147286266387,0,1,0,0.978,High,Post-COVID,NW1
MET202302653703,2023-05-14,05:54,Vehicle Crime,Newham,E15 6AQ,51.473169,0.023818,Investigation complete - no suspect identified,Unsolved,5,2023,Sunday,Q2,5,8,128.9,13.253390743024353,1,1,0,0.978,High,Post-COVID,E15
MET202000541826,2020-10-19,07:07,Vehicle Crime,Southwark,SE1 2XG,51.507126,-0.096238,Investigation complete - no suspect identified,Unsolved,10,2020,Monday,Q4,7,7,130.4,1.0971726484558575,0,0,1,0.978,High,Initial Impact,SE1
MET202302956171,2023-09-11,21:06,Vehicle Crime,Waltham Forest,E17 2UE,51.580932,-0.064546,Evidential difficulties victim supports action,Unsolved,9,2023,Monday,Q3,21,6,86.7,7.957365364663098,0,0,0,0.978,Medium,Post-COVID,E17
MET202404028257,2024-10-22,22:51,Vehicle Crime,Waltham Forest,E4 2UF,51.611076,0.008953,Evidential difficulties victim supports action,Unsolved,10,2024,Tuesday,Q4,22,6,86.7,15.323303267245764,0,1,1,0.978,Medium,Post-COVID,E4
MET202000027793,2020-01-16,23:42,Vehicle Crime,Croydon,CR7 5QC,51.421151,-0.077852,Investigation complete - no suspect identified,Unsolved,1,2020,Thursday,Q1,23,5,79.8,10.308905017464,0,1,1,0.978,Low,Initial Impact,CR7
MET202000569374,2020-11-03,18:33,Vehicle Crime,Richmond upon Thames,TW2 5VQ,51.518984,-0.256894,Investigation complete - no suspect identified,Unsolved,11,2020,Tuesday,Q4,18,1,60.7,18.69091406092631,0,0,1,0.978,Low,Initial Impact,TW2
MET202302668160,2023-05-20,03:41,Vehicle Crime,Brent,HA9 5PY,51.596751,-0.304235,Evidential difficulties victim does not support action,Unsolved,5,2023,Saturday,Q2,3,5,90.5,25.661376123091035,1,1,0,0.978,Medium,Post-COVID,HA9
MET202201676191,2022-04-03,18:01,Vehicle Crime,Wandsworth,SW17 5UG,51.484465,-0.126939,Investigation complete - no suspect identified,Unsolved,4,2022,Sunday,Q2,18,3,98.7,5.331598359953973,1,0,0,0.978,Medium,Post-COVID,SW17
MET202403903799,2024-09-05,03:56,Vehicle Crime,Tower Hamlets,E1 2KD,51.491593,-0.004737,Investigation complete - no suspect identified,Unsolved,9,2024,Thursday,Q3,3,9,135.8,9.618358494554856,0,1,0,0.978,High,Post-COVID,E1
MET202302505226,2023-03-17,00:01,Vehicle Crime,Redbridge,IG1 2MM,51.566598,0.101618,Investigation complete - no suspect identified,Unsolved,3,2023,Friday,Q1,0,4,71.6,21.924372792937326,0,1,0,0.978,Low,Post-COVID,IG1
MET202303144261,2023-11-24,18:44,Vehicle Crime,Bromley,SE20 7HK,51.396974,0.033322,Investigation complete - no suspect identified,Unsolved,11,2023,Friday,Q4,18,2,65.4,18.712633879995398,0,0,1,0.978,Low,Post-COVID,SE20
MET202303105890,2023-11-09,03:21,Vehicle Crime,Kingston upon Thames,KT6 9JB,51.405703,-0.227846,Investigation complete - no suspect identified,Unsolved,11,2023,Thursday,Q4,3,1,62.1,19.5398128326837,0,1,1,0.978,Low,Post-COVID,KT6
MET202101107022,2021-07-20,00:14,Vehicle Crime,Richmond upon Thames,TW12 8XZ,51.467925,-0.323168,Investigation complete - no suspect identified,Unsolved,7,2021,Tuesday,Q3,0,1,60.7,26.521828674318908,0,1,0,0.978,Low,Recovery,TW12
MET202404185332,2024-12-19,09:37,Vehicle Crime,Tower Hamlets,E3 4YF,51.560383,-0.039232,Under Investigation,Pending,12,2024,Thursday,Q4,9,9,135.8,7.564795946083288,0,0,1,0.978,High,Post-COVID,E3
MET202202202749,2022-11-14,05:37,Vehicle Crime,Islington,N7 6CD,51.520577,-0.069431,Investigation complete - no suspect identified,Unsolved,11,2022,Monday,Q4,5,6,138.2,2.272004578492529,0,1,1,0.978,High,Post-COVID,N7
MET202202067967,2022-09-17,23:55,Vehicle Crime,Ealing,UB2 5UW,51.52719,-0.327644,Investigation complete - no suspect identified,Unsolved,9,2022,Saturday,Q3,23,4,88.2,26.57799864552551,1,1,0,0.978,Medium,Post-COVID,UB2
MET202202204760,2022-11-15,13:14,Vehicle Crime,Southwark,SE1 2ZD,51.491719,-0.0679,Evidential difficulties victim supports action,Unsolved,11,2022,Tuesday,Q4,13,7,130.4,3.327327085105657,0,0,1,0.978,High,Post-COVID,SE1
MET202403378891,2024-02-22,03:18,Vehicle Crime,Lambeth,SE11 7ZA,51.473089,-0.174265,Under Investigation,Pending,2,2024,Thursday,Q1,3,7,132.6,10.5089914303734,0,1,1,0.978,High,Post-COVID,SE11
MET202202093932,2022-09-29,09:45,Vehicle Crime,Wandsworth,SW18 3HR,51.428648,-0.095457,Investigation complete - no suspect identified,Unsolved,9,2022,Thursday,Q3,9,3,98.7,9.43821189319787,0,0,0,0.978,Medium,Post-COVID,SW18
MET202403305033,2024-01-25,02:33,Vehicle Crime,Hackney,E8 3EL,51.527806,-0.068782,Evidential difficulties victim does not support action,Unsolved,1,2024,Thursday,Q1,2,8,140.1,2.719581459188227,0,1,1,0.978,High,Post-COVID,E8
MET202100931391,2021-04-29,22:51,Vehicle Crime,Croydon,SE19 6TM,51.384529,-0.012836,Investigation complete - no suspect identified,Unsolved,4,2021,Thursday,Q2,22,5,79.8,16.59363437677733,0,1,0,0.978,Low,Recovery,SE19
MET202403493521,2024-04-05,00:02,Vehicle Crime,Brent,NW6 7EU,51.521321,-0.292392,Investigation complete - no suspect identified,Unsolved,4,2024,Friday,Q2,0,5,90.5,22.637992553738187,0,1,0,0.978,Medium,Post-COVID,NW6
